1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,target
0,0,20,3,1,2,3,0,0,0,0,2,10,10,2,0,0,0,1,0,0,1,0,0,0,0
0,0,16,7,4,4,2,0,0,0,0,3,10,14,5,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,2,9,5,1,0,0,0,1,0,0,0,0,0,0,0
0,0,6,5,1,1,1,0,0,1,0,3,7,7,0,1,0,0,0,0,0,0,0,0,0,0
0,0,30,6,1,1,1,0,0,0,0,2,10,7,1,0,1,0,0,0,0,1,0,0,0,0
0,0,3,11,0,1,0,0,0,0,0,1,8,5,1,0,1,0,0,0,0,0,0,0,0,0
0,0,7,8,1,4,2,0,1,1,0,2,6,10,4,0,0,0,1,0,0,0,0,0,0,0
0,0,10,0,0,0,2,0,0,0,0,1,11,3,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,3,2,0,0,1,0,0,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,2,2,2,0,1,0,0,3,5,9,0,0,1,0,1,0,0,0,0,0,0,0
0,0,21,3,1,5,3,0,0,0,0,3,14,11,2,0,0,0,1,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0
0,0,25,0,5,6,2,0,0,0,0,1,10,8,5,1,1,0,1,0,0,0,0,0,0,0
0,0,18,13,3,6,2,1,1,1,0,2,5,18,1,0,1,1,0,0,1,0,0,0,0,0
0,0,23,0,6,3,2,0,1,1,0,3,9,19,7,1,1,0,1,0,0,0,0,0,0,0
0,0,0,9,3,7,2,0,0,1,0,3,10,8,3,0,0,1,0,0,0,0,0,0,0,0
1,0,9,5,0,1,1,0,1,0,1,1,2,7,1,0,0,0,0,0,1,0,0,0,0,0
0,0,14,5,3,6,2,0,2,0,0,1,9,6,3,0,1,0,0,1,0,0,0,0,0,0
0,0,3,0,1,1,1,0,0,0,1,1,5,6,2,0,1,0,0,0,0,1,0,0,0,0
0,0,28,7,2,5,0,0,0,0,1,2,14,13,1,0,1,0,0,0,0,0,0,0,0,0
0,0,9,10,4,5,3,0,1,0,1,2,9,13,0,0,1,0,1,0,0,0,0,0,0,0
0,0,3,0,1,1,1,0,0,0,0,1,11,5,2,0,1,0,0,0,0,0,0,0,0,0
0,0,7,2,2,1,1,0,0,0,0,1,6,17,4,0,1,0,0,0,0,0,1,0,0,0
0,0,5,3,5,7,2,0,1,1,1,4,11,16,3,0,1,0,1,0,0,0,0,0,0,0
0,0,42,16,3,7,5,0,1,0,0,3,17,13,4,0,1,0,1,0,0,1,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,3,9,7,2,0,1,0,0,0,0,0,0,0,0,0
0,0,9,9,3,6,1,0,1,1,0,1,8,16,1,0,1,0,1,0,0,0,0,0,0,0
0,0,19,0,2,2,3,0,0,1,0,2,7,7,1,0,1,0,1,0,0,0,0,0,0,0
0,0,21,0,4,7,3,0,1,0,0,2,12,10,2,0,1,0,1,0,0,1,0,1,0,0
2,0,37,0,4,1,2,0,0,0,1,2,6,15,0,0,1,0,0,0,0,0,0,0,0,0
0,0,17,9,2,5,1,0,0,0,0,3,4,6,4,0,0,0,0,0,0,0,0,0,0,0
0,0,24,3,2,3,4,0,0,0,0,1,12,7,3,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,2,0,0,0,2,1,1,4,7,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,6,5,3,0,0,0,0,0,0,0,0,0,0,0
0,0,38,9,5,2,3,0,0,0,0,3,15,13,3,0,0,0,1,0,0,1,0,0,0,0
0,0,16,19,2,4,6,0,0,0,0,3,15,15,5,0,0,0,1,0,0,0,0,0,0,0
3,0,3,5,0,1,1,0,1,0,0,1,13,6,2,0,0,0,1,0,0,0,0,0,0,0
0,0,13,10,1,1,1,0,1,0,0,3,8,8,5,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,3,6,6,3,0,1,0,0,0,0,0,0,0,0,0
0,0,18,17,1,2,2,0,0,0,0,1,9,6,1,0,1,0,0,0,0,0,0,0,0,0
0,1,14,0,1,4,3,0,0,1,0,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,7,2,2,1,0,0,2,0,4,9,8,5,1,1,0,1,0,0,0,0,0,0,0
0,1,8,7,2,3,1,0,0,1,0,1,6,10,3,0,1,0,0,0,0,0,1,0,0,0
2,1,10,5,1,0,1,0,0,0,1,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,3,4,2,0,0,0,0,2,10,6,4,0,0,1,1,0,0,0,0,0,0,0
0,0,25,7,2,3,3,0,0,0,0,2,14,9,0,0,0,0,1,0,0,0,0,0,0,0
0,0,26,3,1,2,2,0,0,0,0,5,7,8,5,1,1,0,1,0,0,1,0,0,0,0
0,0,19,0,2,10,2,0,0,0,0,3,10,11,1,0,1,0,1,0,0,1,0,0,0,0
0,0,24,9,3,4,2,0,2,0,1,3,18,10,1,1,1,0,1,1,0,0,1,0,0,0
6,0,15,5,0,0,0,0,0,0,0,1,16,7,2,0,1,0,1,0,0,0,0,0,0,0
0,0,5,0,1,2,2,0,0,1,0,1,4,6,3,1,0,1,1,0,0,0,0,0,0,0
2,0,33,0,4,3,1,1,0,1,0,1,10,9,2,0,1,0,0,0,0,1,0,0,0,0
0,0,46,0,0,4,0,0,0,0,0,2,12,8,5,1,1,0,1,0,0,0,0,0,0,0
2,2,3,0,0,3,1,1,0,0,0,1,9,2,2,0,1,0,0,0,0,0,0,0,0,0
0,0,15,3,2,5,2,0,0,0,1,3,4,5,2,0,1,0,1,0,0,1,0,0,0,0
0,0,5,0,3,1,1,0,0,0,0,1,5,5,1,0,0,1,1,0,0,0,0,0,0,0
0,0,36,13,4,6,5,0,0,0,1,2,15,12,3,0,1,0,0,0,0,0,0,0,0,0
0,0,31,17,0,1,4,0,0,0,0,3,13,11,2,0,0,0,1,0,0,0,0,0,0,0
0,0,22,1,0,2,4,0,0,0,0,2,15,8,0,0,0,0,1,0,0,0,0,0,0,0
1,0,25,0,1,5,3,1,1,1,0,2,8,10,4,0,1,1,0,0,0,1,0,0,0,0
1,0,5,0,3,4,2,0,2,0,0,1,13,4,3,0,1,0,1,0,0,0,0,0,0,0
1,0,5,0,1,1,2,0,0,1,0,1,5,10,0,0,0,0,1,0,0,0,0,0,0,0
4,0,26,3,2,1,1,0,0,1,0,3,3,9,3,0,1,0,0,0,0,1,0,0,0,0
0,0,26,10,7,7,3,0,0,0,0,2,15,14,4,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1,2,0,0,0,0,0,1,3,10,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,1,0,1,10,8,1,0,1,0,0,0,0,0,0,0,0,0
2,0,13,0,0,1,0,0,0,0,0,2,8,3,0,0,1,0,0,0,0,0,0,0,0,0
0,0,6,9,1,0,1,0,0,0,0,2,22,4,3,0,0,0,1,0,0,0,0,0,0,0
0,0,39,3,1,4,1,0,0,1,0,2,6,7,4,0,0,0,1,0,0,0,1,0,0,0
0,0,18,0,3,5,2,0,0,0,0,1,3,6,5,0,0,0,1,0,0,1,0,0,0,0
0,0,16,15,9,7,1,0,2,2,1,3,13,16,6,0,0,0,1,0,0,0,0,0,0,0
0,0,25,3,4,5,2,0,0,1,0,2,2,12,3,0,0,0,0,0,0,2,0,0,0,0
0,0,14,0,2,3,2,0,0,0,0,3,8,5,7,0,1,0,1,0,0,0,0,0,0,0
0,0,7,9,3,6,1,0,0,1,0,1,11,7,4,0,0,0,1,0,0,0,0,0,0,0
2,0,9,0,1,2,1,0,0,1,0,2,11,9,2,0,1,0,0,0,0,0,0,0,0,0
2,0,5,8,1,1,1,0,0,0,0,2,2,4,2,0,1,0,0,0,0,0,0,0,0,0
0,0,18,6,1,3,5,0,0,0,1,2,9,9,2,0,1,0,0,0,0,0,0,0,0,0
0,0,16,0,0,0,1,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,1,0,0,0,0,1,11,7,1,0,0,0,1,0,0,0,0,0,0,0
0,0,20,0,3,3,2,0,0,0,0,1,9,5,1,0,0,0,1,0,0,2,0,0,0,0
0,0,5,0,2,0,2,0,0,0,0,0,6,2,3,0,1,0,0,0,0,0,0,0,0,0
2,0,33,23,0,1,2,0,0,0,0,2,26,15,2,0,0,0,0,0,0,0,0,0,0,0
2,0,5,12,3,5,2,0,0,0,0,2,15,15,5,0,1,0,1,0,0,1,0,0,0,0
0,0,14,19,4,3,1,0,1,3,0,1,4,7,3,0,1,1,0,1,0,0,0,0,0,0
0,0,18,12,0,4,2,0,1,0,0,2,12,13,4,0,1,0,1,0,0,0,0,0,0,0
0,0,11,0,3,2,0,0,0,0,0,2,4,8,1,0,1,0,1,0,0,1,0,0,0,0
0,0,36,0,0,0,1,0,0,0,0,1,13,4,0,0,1,0,0,0,0,0,0,0,0,0
0,0,23,7,8,9,6,0,1,1,1,4,19,7,2,0,1,0,0,0,0,2,0,0,0,0
2,0,21,5,2,4,3,0,0,1,0,2,13,3,2,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,2,1,1,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0
0,0,37,10,3,7,2,0,1,0,0,3,17,12,5,0,0,0,1,0,0,0,0,0,0,0
0,0,12,0,0,0,1,0,0,0,0,1,8,2,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,2,1,1,0,0,0,0,3,3,6,2,0,1,0,0,0,0,0,0,0,0,0
0,0,18,0,1,2,3,0,0,1,0,1,10,6,1,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,2,5,1,0,0,1,0,2,3,13,2,0,1,0,0,0,0,0,0,0,0,0
0,0,16,3,4,3,4,2,0,1,0,2,16,9,8,1,0,0,0,0,0,1,1,0,0,0
2,0,7,0,1,4,0,0,0,1,1,2,7,8,4,0,0,0,1,0,0,0,0,0,0,0
0,0,14,7,8,4,3,0,1,0,1,3,12,8,1,0,0,0,1,0,0,1,0,0,0,0
0,0,45,0,1,2,5,0,0,0,0,3,10,7,3,0,0,0,1,0,0,0,0,0,0,0
0,0,20,25,2,7,2,0,1,0,0,2,11,14,2,0,0,0,1,0,0,0,2,0,0,0
0,0,47,0,1,2,2,0,1,0,0,1,11,9,1,0,1,0,0,0,0,0,0,0,0,0
0,0,10,0,2,1,0,0,1,0,0,2,12,5,1,0,1,0,0,0,0,0,0,1,0,0
0,0,16,0,5,3,4,0,0,0,1,1,14,6,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,2,2,2,0,0,0,1,1,5,6,2,0,1,0,0,0,0,0,0,0,0,0
0,0,15,15,2,5,6,0,0,2,0,3,10,9,5,0,1,0,1,0,0,0,0,0,0,0
0,0,34,10,2,8,1,0,1,1,0,1,6,15,7,1,0,0,0,0,0,0,0,0,0,0
0,0,11,0,1,3,1,0,0,0,0,3,5,8,5,0,0,0,1,0,0,0,0,0,0,0
0,0,24,9,3,4,1,0,2,0,0,2,19,7,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,3,2,4,0,0,0,0,0,2,11,8,3,0,1,0,1,0,0,0,0,0,0,0
0,0,44,7,3,3,4,0,1,0,1,1,5,5,4,0,1,1,0,0,0,1,0,0,0,0
0,0,8,5,5,8,1,0,2,0,1,6,6,9,8,0,1,0,1,0,0,1,0,0,0,0
0,0,20,0,2,4,2,0,1,0,1,1,15,6,0,0,0,0,1,0,0,0,0,0,0,0
0,0,13,0,1,2,2,0,0,0,0,3,9,9,3,0,0,0,1,0,0,0,0,0,0,0
0,0,44,0,1,1,3,0,0,0,0,2,14,11,2,0,0,0,0,0,0,1,0,0,0,0
0,4,24,5,3,3,2,0,0,0,0,3,8,7,4,0,0,0,1,0,0,0,0,0,0,0
1,2,12,0,3,7,2,0,0,0,1,3,11,10,5,0,1,0,1,0,0,1,0,0,0,0
0,0,17,0,3,4,3,0,0,0,1,3,12,13,5,0,0,0,1,0,0,0,0,0,0,0
0,0,10,7,1,3,1,0,1,0,0,2,8,13,2,0,0,0,1,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,2,3,1,0,0,0,1,2,5,6,2,0,0,0,0,0,0,0,0,0,0,0
0,0,36,8,4,4,4,0,0,0,2,2,16,15,5,0,0,0,1,0,0,2,0,0,0,0
0,0,1,0,2,4,0,0,0,0,0,1,3,10,2,0,1,0,1,0,0,0,0,0,0,0
0,0,9,0,1,0,3,0,0,0,0,0,10,7,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,2,0,0,1,0,0,1,12,7,3,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,2,6,1,0,1,1,0,2,8,13,3,0,1,0,1,0,0,0,0,0,0,0
0,0,32,9,2,4,1,0,0,0,0,2,20,14,3,0,1,0,1,0,0,2,0,0,0,0
0,0,20,0,2,6,2,0,0,1,0,1,7,12,2,1,0,0,0,0,0,0,0,0,0,0
0,0,57,7,2,2,2,0,0,0,0,1,8,20,0,0,1,0,1,0,0,0,0,0,0,0
0,0,7,0,2,2,1,0,0,1,0,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0
0,0,17,0,0,2,2,0,0,0,0,1,6,9,3,0,0,0,1,0,0,0,0,0,0,0
0,0,13,18,2,7,1,0,1,1,0,3,9,19,5,1,0,0,1,0,0,0,0,0,0,0
0,0,27,10,1,4,1,0,1,0,1,2,5,12,3,0,0,0,1,0,0,0,0,0,0,0
2,0,8,0,2,4,4,0,0,1,0,1,10,9,1,0,1,0,1,0,0,0,0,0,0,0
0,0,5,0,2,1,0,0,0,0,0,1,9,5,0,0,1,0,1,0,0,0,0,0,0,0
2,0,33,0,1,0,1,0,1,0,1,2,11,7,2,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,2,10,6,3,0,0,0,1,0,0,0,0,0,0,0
0,1,17,9,4,2,3,0,0,1,0,2,10,14,4,0,1,0,0,0,0,1,0,0,0,0
0,0,5,10,2,4,1,0,0,1,0,3,5,14,4,0,0,0,0,0,0,1,0,0,0,0
0,0,25,6,4,3,3,0,0,0,0,2,11,18,6,0,1,0,1,0,0,0,1,0,0,0
0,0,17,8,1,4,2,0,0,0,0,1,9,12,1,0,0,0,1,0,0,0,0,0,0,0
0,0,15,0,1,3,1,0,0,2,0,3,16,10,0,1,1,0,1,0,0,0,0,0,0,0
0,0,8,9,0,0,1,0,0,0,0,0,4,2,1,0,1,0,1,0,0,0,0,0,0,0
0,0,35,7,1,7,7,0,1,0,0,3,15,13,3,0,0,0,1,0,0,1,0,0,0,0
0,0,3,8,1,3,0,0,0,1,0,3,13,14,4,0,1,0,1,0,0,0,0,0,0,0
0,0,0,14,1,1,0,0,1,0,2,2,8,11,0,0,0,0,1,0,0,0,0,0,0,0
2,0,51,3,4,6,3,0,0,0,0,3,18,11,4,0,1,0,0,0,0,0,0,0,0,0
0,0,19,5,2,3,0,0,0,0,0,2,7,2,1,0,1,0,0,0,0,0,0,0,0,0
2,0,8,9,3,3,1,0,1,0,0,2,8,6,2,0,1,0,0,0,0,1,0,0,0,0
2,0,19,0,5,2,2,0,1,1,0,2,14,9,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,2,7,2,1,0,1,0,0,0,0,0,0,0,0,0
0,0,12,0,2,4,2,0,1,0,0,2,5,7,3,0,0,0,1,0,0,0,0,0,0,0
0,0,18,0,2,3,4,0,0,1,0,2,14,12,0,0,0,0,1,0,0,1,0,0,0,0
0,0,7,0,1,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,8,25,0,4,0,0,1,0,1,1,7,5,4,0,0,0,1,0,0,0,0,0,0,0
0,0,32,0,6,8,4,0,1,1,1,2,7,12,3,0,1,0,0,0,0,2,0,0,0,0
0,0,17,0,2,2,1,0,0,0,1,2,8,8,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,5,1,0,0,0,0,2,3,6,4,0,1,0,1,0,0,0,0,0,0,0
2,0,27,0,1,3,0,0,0,0,0,1,13,6,0,0,1,0,1,0,0,0,0,0,0,0
0,0,12,0,1,2,0,0,0,1,0,2,7,1,3,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,0,0,1,0,0,2,5,2,4,0,1,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,0,0,0,2,6,5,4,0,1,0,0,0,0,0,0,0,0,0
4,10,19,0,2,4,2,0,0,0,0,2,3,3,2,0,1,0,1,0,0,0,0,0,0,0
0,0,15,0,0,2,0,0,1,0,0,2,6,8,1,0,0,0,0,0,0,0,0,0,0,0
0,0,6,9,2,4,2,0,1,0,1,2,16,6,2,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,1,3,2,0,0,0,0,3,11,12,1,1,1,0,0,0,0,0,0,0,0,0
0,0,18,15,1,4,2,0,0,0,0,3,7,7,3,0,1,0,0,0,0,0,0,0,0,0
0,0,7,7,1,4,1,0,1,1,0,4,9,15,4,0,1,1,1,0,0,0,0,0,0,0
0,0,7,0,1,3,0,0,0,0,0,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,9,1,1,1,0,0,2,0,4,9,8,1,1,1,0,0,0,0,0,0,0,0,0
0,0,24,3,2,0,2,0,1,0,0,2,6,5,2,0,1,0,0,0,1,1,0,0,0,0
0,0,35,33,4,4,6,0,2,0,0,1,15,13,3,0,1,0,0,0,0,1,1,0,0,0
0,0,14,0,2,4,0,0,0,0,0,2,8,7,4,0,0,0,1,0,0,1,0,0,0,0
10,6,43,5,1,1,1,0,0,1,0,3,7,8,2,1,1,0,0,0,0,0,0,0,0,0
0,1,5,0,3,2,3,0,1,3,1,1,10,8,3,0,0,1,1,0,0,0,0,0,0,0
0,0,8,0,0,1,0,0,0,0,0,2,10,10,0,0,1,0,1,0,0,0,0,0,0,0
0,0,17,3,2,4,2,0,0,0,0,2,7,15,2,0,0,0,1,0,0,0,0,0,0,0
0,0,16,12,2,5,1,1,1,1,0,4,15,14,6,0,1,0,1,0,1,1,1,0,0,0
0,0,7,0,1,1,0,0,0,1,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0
0,0,7,3,1,1,0,0,0,1,0,3,6,7,2,0,1,0,0,0,0,0,0,0,0,0
0,0,19,7,4,2,5,0,1,0,0,3,6,6,2,0,0,0,1,1,0,1,0,1,0,0
0,0,20,0,1,3,0,0,0,0,0,2,6,5,1,0,0,0,1,0,0,0,0,0,0,0
0,0,22,0,2,5,1,0,1,0,0,2,17,9,1,0,0,0,1,1,0,1,0,0,0,0
0,0,12,24,4,7,3,0,0,1,1,3,5,16,4,1,1,0,0,0,0,1,1,0,0,0
0,0,17,0,2,2,2,1,0,4,0,1,10,4,3,0,0,0,1,0,0,1,0,0,0,0
1,0,7,0,1,2,1,0,0,0,0,2,10,5,1,0,1,0,1,0,0,1,0,0,0,0
0,0,23,0,4,5,5,0,0,0,1,4,18,13,2,0,0,0,1,0,0,0,0,0,0,0
0,0,12,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3,9,0,1,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,4,2,0,1,0,0,1,11,6,1,0,0,0,1,0,0,0,0,0,0,0
3,1,16,0,2,1,2,0,0,1,0,2,8,13,3,0,0,0,1,0,0,0,0,0,0,0
0,0,36,11,1,4,1,0,0,0,1,2,12,5,2,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,0,1,0,0,1,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,17,5,2,1,0,1,0,0,4,7,8,10,0,0,0,1,0,0,2,1,0,0,0
0,0,8,7,2,3,1,0,0,0,0,3,6,7,5,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,1,4,4,3,0,0,0,1,0,0,0,0,0,0,0
0,0,14,0,1,0,0,0,0,0,0,2,9,11,1,0,0,0,1,0,0,0,0,0,0,0
0,0,20,8,1,7,1,0,1,0,0,2,11,12,5,1,1,0,1,1,0,1,0,0,0,0
0,0,17,0,3,2,2,0,0,0,0,1,17,8,0,0,0,0,1,0,0,1,0,0,0,0
0,0,28,7,3,3,2,0,1,0,0,2,5,11,2,0,1,0,1,0,0,1,0,0,0,0
0,0,10,10,0,3,1,0,0,0,0,1,15,13,4,0,0,0,1,0,0,0,0,0,0,0
0,0,29,0,1,1,1,0,0,1,0,3,9,12,4,0,0,0,0,0,0,0,0,0,0,0
0,0,21,3,2,2,3,0,0,0,0,2,6,12,2,0,1,0,0,0,0,0,0,0,0,0
0,0,12,8,3,2,1,0,1,0,0,2,11,10,0,0,1,0,1,0,0,0,0,0,0,0
0,0,27,5,3,5,3,0,1,0,1,3,14,9,2,0,1,0,1,0,0,0,0,0,0,0
0,0,0,10,0,1,1,0,0,0,0,2,8,2,3,0,1,0,0,0,0,0,0,0,0,0
0,0,22,0,2,1,2,0,0,0,0,2,8,4,2,0,0,0,0,0,0,0,0,0,0,0
2,0,0,3,1,1,1,0,0,0,0,2,6,6,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,3,2,1,0,0,1,0,1,5,8,2,1,1,0,1,0,0,0,0,0,0,0
0,0,26,25,3,4,5,0,2,0,0,2,12,9,5,1,0,0,1,0,0,0,0,0,0,0
3,0,7,9,2,3,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0
0,0,13,5,1,3,0,1,0,0,0,0,13,15,2,0,1,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0
0,0,12,0,3,2,0,0,0,0,1,2,3,4,2,0,0,0,1,0,0,1,0,0,0,0
0,0,44,5,0,3,1,0,0,0,0,1,19,15,0,0,1,0,1,0,0,0,0,0,0,0
0,0,10,0,3,4,0,0,0,0,0,1,7,6,2,0,0,0,1,0,0,0,0,0,0,0
0,1,8,17,1,3,1,0,0,0,0,2,17,15,3,1,1,0,1,0,0,1,0,0,0,0
1,0,20,0,5,6,2,0,1,0,0,2,14,13,5,0,1,0,1,0,0,1,0,0,0,0
0,0,33,0,3,3,5,0,0,0,0,3,13,20,3,0,1,0,0,0,0,1,0,0,0,0
3,0,24,0,7,3,3,0,0,1,0,3,19,17,2,0,0,0,1,0,0,1,0,0,0,0
0,0,17,9,1,3,1,0,0,0,0,1,9,10,1,0,1,0,0,0,0,0,0,0,0,0
0,0,7,5,6,4,2,0,0,0,1,1,4,4,3,0,0,0,1,0,0,1,1,0,0,0
2,0,0,0,1,2,1,0,1,0,0,2,11,7,3,0,0,0,1,0,0,0,0,0,0,0
0,0,22,0,1,2,2,0,0,0,0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0
0,0,30,0,2,1,11,0,0,1,0,1,11,4,2,0,1,0,1,0,0,1,0,0,0,0
0,0,6,1,3,4,2,0,0,0,0,2,4,6,1,0,1,0,0,0,0,0,1,0,0,0
0,0,43,0,1,1,2,0,0,0,0,1,14,5,1,0,1,0,0,0,0,0,0,0,0,0
0,0,17,3,1,4,1,0,0,0,0,3,8,11,3,0,0,0,1,0,0,0,0,0,0,0
0,0,8,0,0,2,2,0,1,0,0,3,19,18,4,0,0,1,1,0,0,0,0,0,0,0
0,0,21,0,6,6,3,0,0,0,1,5,17,15,5,0,0,0,1,0,0,2,0,0,0,0
0,0,0,5,1,1,1,0,0,0,0,1,7,5,0,0,1,0,1,0,0,0,0,0,0,0
0,0,9,0,1,2,0,0,0,0,0,0,7,11,1,0,0,0,1,0,0,0,0,0,0,0
0,0,15,0,2,2,2,0,0,1,0,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0
0,0,12,7,1,2,1,0,0,0,0,2,17,5,0,0,0,0,1,0,0,0,0,0,0,0
0,0,13,21,3,5,2,0,1,0,0,2,19,15,4,0,2,0,1,0,0,0,1,1,0,0
0,0,62,1,1,4,6,0,0,0,0,1,13,7,4,0,1,0,1,0,0,1,0,0,0,0
0,0,7,0,1,2,2,0,0,0,0,2,5,6,4,1,1,0,1,0,0,1,0,0,0,0
0,0,5,0,0,2,1,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,36,0,4,6,2,0,1,0,0,2,10,11,5,0,1,0,1,0,0,0,0,0,0,0
0,0,22,0,5,6,2,0,2,0,0,2,7,13,3,0,0,0,1,0,0,0,0,0,0,0
0,2,14,0,3,6,1,0,0,0,0,2,5,9,5,0,0,0,1,0,0,1,0,0,0,0
0,0,7,5,0,0,0,0,1,0,1,1,3,5,3,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,0,4,2,0,0,2,1,1,8,9,1,1,1,0,1,0,0,0,0,0,0,0
0,0,12,0,0,1,0,0,0,0,0,1,7,7,1,0,1,0,1,0,0,0,0,0,0,0
0,0,10,16,4,2,3,0,1,1,0,1,8,6,5,0,1,0,0,0,0,0,0,0,0,0
0,0,17,6,1,3,1,0,0,0,0,2,8,6,3,0,0,0,1,0,0,1,0,0,0,0
2,0,31,3,4,3,3,1,0,2,0,3,8,9,3,0,0,0,0,0,0,1,1,0,0,0
0,0,10,0,0,0,0,0,0,2,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0
10,0,26,0,5,5,3,0,1,0,0,2,11,16,5,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,12,4,1,0,1,0,1,0,0,0,0,0,0,0
0,0,41,24,3,1,2,0,0,0,1,1,15,18,4,0,1,0,1,0,0,2,0,0,0,0
0,0,24,3,3,7,1,0,0,0,1,2,14,6,3,0,0,0,1,0,0,1,0,0,0,0
0,0,9,0,0,1,0,0,0,0,0,2,8,4,0,0,1,0,1,0,0,0,0,0,0,0
0,0,29,9,5,4,3,0,0,2,0,2,13,13,2,0,1,0,1,0,0,2,0,0,0,0
0,0,5,0,0,0,0,0,0,1,0,0,1,7,2,1,1,0,0,0,0,0,0,0,0,0
0,0,12,3,5,7,3,0,1,0,0,2,16,12,4,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,3,10,7,1,0,1,0,1,0,0,0,0,0,0,0
2,0,3,0,1,1,1,0,0,0,0,1,6,5,1,0,0,1,1,0,0,0,0,0,0,0
0,0,12,0,1,2,0,0,0,0,0,0,7,3,0,0,0,0,1,0,0,0,0,0,0,0
0,0,8,8,2,0,1,0,0,1,1,1,10,14,2,0,0,0,0,0,0,0,0,0,0,0
0,0,35,22,4,3,6,0,2,0,0,1,7,12,5,0,0,0,1,0,1,0,1,0,0,0
0,0,8,0,5,6,2,0,0,0,1,2,15,18,2,0,0,0,1,0,0,1,0,0,0,0
0,0,26,0,1,3,0,0,0,0,0,3,6,8,5,0,0,0,0,0,0,1,0,0,0,0
0,0,14,0,2,3,0,0,1,0,0,1,7,8,2,0,1,0,1,0,0,0,0,0,0,0
0,0,31,0,0,1,1,0,0,0,0,2,8,11,2,0,0,0,0,0,0,0,0,0,0,0
0,0,30,0,3,6,4,0,0,0,0,2,26,8,1,0,1,0,0,0,0,0,0,0,0,0
0,0,18,14,2,0,2,0,1,0,0,2,4,5,1,0,1,0,1,0,0,1,0,1,0,0
